涓撲笟,鎬у埆,姣忓懆瀛︿範鏃堕暱锛堝皬鏃讹級,涓婅鍑哄嫟鐜?鏈熶腑鑰冭瘯鍒嗘暟,浣滀笟瀹屾垚鐜?鏈熸湯鑰冭瘯鍒嗘暟,鎬у埆_缂栫爜,涓撲笟_缂栫爜,
澶ф暟鎹鐞?鐢?13.65,0.78,80.22,0.8,81.69,1,4,
宸ュ晢绠＄悊,鐢?23.73,0.65,89.86,0.93,81.3,1,0
璐㈠姟绠＄悊,鐢?27.68,0.81,45.34,0.72,61.22,1,2
璐㈠姟绠＄悊,鐢?25.2,0.9,62.93,0.71,55.56,1,2
澶ф暟鎹鐞?濂?20.11,0.65,61.39,0.85,48.68,0,4,
璐㈠姟绠＄悊,濂?23.65,0.81,83.68,0.84,79.47,0,2
澶ф暟鎹鐞?鐢?20.0,0.86,70.51,0.89,77.81,1,4,
浜哄伐鏅鸿兘,濂?11.36,0.96,82.5,0.75,66.57,0,1
澶ф暟鎹鐞?濂?11.22,0.74,100,0.74,92.57,0,4,
鐢靛瓙鍟嗗姟,鐢?22.82,0.77,94.25,0.75,86.93,1,3
鐢靛瓙鍟嗗姟,鐢?18.99,0.6,50.76,0.73,47.4,1,3
浜哄伐鏅鸿兘,濂?29.78,0.84,59.06,0.78,68.97,0,1
浜哄伐鏅鸿兘,鐢?28.72,0.61,98.4,0.86,100,1,1
澶ф暟鎹鐞?濂?22.29,0.86,91.97,0.83,72.8,0,4,
浜哄伐鏅鸿兘,鐢?10.96,0.71,67.61,0.94,68.74,1,1
璐㈠姟绠＄悊,濂?40.0,0.6,54.83,1,69.46,0,2
宸ュ晢绠＄悊,濂?24.77,0.95,99.87,0.89,95.2,0,0
澶ф暟鎹鐞?濂?28.18,0.87,94.96,0.89,97.17,0,4,
浜哄伐鏅鸿兘,濂?16.42,0.65,69.58,0.87,62.52,0,1
浜哄伐鏅鸿兘,濂?5.0,0.85,69.94,0.83,73.32,0,1
璐㈠姟绠＄悊,濂?27.86,0.84,89.51,0.77,98.78,0,2
澶ф暟鎹鐞?鐢?8.71,0.98,78,0.78,70.34,1,4,
璐㈠姟绠＄悊,鐢?19.79,0.72,93.89,0.92,87.73,1,2
璐㈠姟绠＄悊,濂?21.68,0.99,100,0.75,82.34,0,2
浜哄伐鏅鸿兘,鐢?9.24,0.99,75.93,0.81,69.79,1,1
璐㈠姟绠＄悊,濂?16.36,0.67,42.3,0.89,51.36,0,2
澶ф暟鎹鐞?鐢?15.8,0.99,78.05,0.83,80.94,1,4,
宸ュ晢绠＄悊,濂?16.41,0.77,91.43,0.79,87.31,0,0
鐢靛瓙鍟嗗姟,鐢?20.15,0.92,89.23,0.87,80.78,1,3
澶ф暟鎹鐞?濂?15.0,0.73,84.45,0.7,84.19,0,4,
宸ュ晢绠＄悊,濂?5.0,0.69,82.48,0.86,81.57,0,0
璐㈠姟绠＄悊,濂?38.23,0.82,74.39,0.72,84.69,0,2
璐㈠姟绠＄悊,濂?12.94,0.88,75.57,0.7,63.48,0,2
浜哄伐鏅鸿兘,濂?25.85,0.76,66.53,0.94,67.22,0,1
鐢靛瓙鍟嗗姟,濂?34.14,0.84,82.71,0.96,79.99,0,3
璐㈠姟绠＄悊,濂?15.81,0.66,100,0.97,90.25,0,2
澶ф暟鎹鐞?濂?10.31,0.81,77.58,0.89,58.56,0,4,
鐢靛瓙鍟嗗姟,鐢?29.01,0.98,91.51,0.85,92.53,1,3
鐢靛瓙鍟嗗姟,濂?5.0,0.77,41.28,0.94,38.51,0,3
璐㈠姟绠＄悊,鐢?18.93,0.87,69.16,0.76,75.23,1,2
璐㈠姟绠＄悊,濂?16.03,0.79,73.86,0.83,69.36,0,2
宸ュ晢绠＄悊,鐢?11.63,0.89,90.4,0.81,88.34,1,0
鐢靛瓙鍟嗗姟,鐢?27.85,1,74.15,0.76,85.52,1,3
鐢靛瓙鍟嗗姟,鐢?20.48,0.88,43.88,0.77,68.44,1,3
浜哄伐鏅鸿兘,鐢?9.16,0.81,63.82,0.76,73.27,1,1
澶ф暟鎹鐞?濂?10.32,0.9,100,0.84,82.55,0,4,
璐㈠姟绠＄悊,鐢?22.65,0.71,97.77,0.71,72.77,1,2
澶ф暟鎹鐞?鐢?19.66,0.72,100,0.71,75,1,4,
澶ф暟鎹鐞?鐢?10.88,0.98,75.13,0.97,53.67,1,4,
璐㈠姟绠＄悊,鐢?19.14,0.97,86.42,0.73,69.55,1,2
浜哄伐鏅鸿兘,鐢?22.92,0.6,59.96,0.78,62.63,1,1
浜哄伐鏅鸿兘,濂?21.94,0.83,79.39,0.94,72.76,0,1
鐢靛瓙鍟嗗姟,鐢?17.65,0.98,96.82,0.79,82.19,1,3
澶ф暟鎹鐞?濂?18.41,0.77,46.79,0.88,61.31,0,4,
浜哄伐鏅鸿兘,濂?8.84,0.94,88.47,0.8,71.96,0,1
澶ф暟鎹鐞?鐢?35.86,0.93,70.11,0.84,72.34,1,4,
宸ュ晢绠＄悊,濂?27.57,0.92,73.5,0.76,75.37,0,0
浜哄伐鏅鸿兘,鐢?22.6,0.67,73.56,0.95,65.41,1,1
浜哄伐鏅鸿兘,濂?18.17,0.83,84,0.8,73.31,0,1
澶ф暟鎹鐞?鐢?13.45,0.65,64.11,0.78,71.76,1,4,
宸ュ晢绠＄悊,濂?30.32,0.68,78.59,0.81,74.92,0,0
璐㈠姟绠＄悊,濂?19.31,0.81,83.7,0.73,88.85,0,2
宸ュ晢绠＄悊,濂?24.81,0.69,60.32,0.98,78.39,0,0
鐢靛瓙鍟嗗姟,濂?12.27,0.62,71.19,0.74,57.06,0,3
璐㈠姟绠＄悊,濂?21.37,0.66,68.37,0.87,59.02,0,2
浜哄伐鏅鸿兘,濂?32.46,0.71,84.79,0.74,79.89,0,1
宸ュ晢绠＄悊,鐢?27.4,0.66,95.87,0.73,90.86,1,0
鐢靛瓙鍟嗗姟,鐢?5.0,0.78,68.52,0.71,54.5,1,3
鐢靛瓙鍟嗗姟,濂?22.96,0.9,66.92,0.73,76.37,0,3
澶ф暟鎹鐞?濂?37.85,0.85,85.4,0.75,93.13,0,4,
浜哄伐鏅鸿兘,鐢?8.92,0.79,92.36,0.94,69.66,1,1
浜哄伐鏅鸿兘,濂?14.27,0.99,57.34,0.89,58.16,0,1
鐢靛瓙鍟嗗姟,鐢?19.1,0.79,78.65,0.83,78.96,1,3
宸ュ晢绠＄悊,鐢?21.12,0.88,99.87,0.76,86.31,1,0
鐢靛瓙鍟嗗姟,濂?6.55,0.85,84.86,0.88,65.29,0,3
璐㈠姟绠＄悊,濂?10.96,0.7,57.94,0.79,53.73,0,2
璐㈠姟绠＄悊,鐢?5.0,0.92,73.33,0.91,65.95,1,2
澶ф暟鎹鐞?濂?21.12,0.74,94.39,0.81,69.39,0,4,
澶ф暟鎹鐞?鐢?18.57,0.74,45.96,0.84,62.23,1,4,
璐㈠姟绠＄悊,鐢?14.83,0.98,66.87,0.93,65.39,1,2
浜哄伐鏅鸿兘,鐢?20.82,0.68,62.66,1,44.81,1,1
宸ュ晢绠＄悊,濂?13.5,0.91,66.87,0.71,64.33,0,0
澶ф暟鎹鐞?濂?32.46,0.94,67.16,0.83,71.27,0,4,
宸ュ晢绠＄悊,鐢?20.41,0.61,98.09,0.89,95.31,1,0
璐㈠姟绠＄悊,鐢?33.31,0.98,74.17,0.71,75.11,1,2
澶ф暟鎹鐞?濂?20.13,0.61,100,0.73,75,0,4,
鐢靛瓙鍟嗗姟,濂?12.74,0.72,79.81,0.88,74.68,0,3
璐㈠姟绠＄悊,濂?37.04,0.92,75.97,0.96,80.44,0,2
璐㈠姟绠＄悊,濂?22.98,0.7,63.62,0.84,60.34,0,2
浜哄伐鏅鸿兘,鐢?27.37,0.84,91.32,0.8,87.77,1,1
璐㈠姟绠＄悊,鐢?5.2,0.71,70.03,0.75,49.72,1,2
璐㈠姟绠＄悊,鐢?31.3,0.61,70.24,0.85,62.64,1,2
浜哄伐鏅鸿兘,鐢?17.26,0.67,100,0.78,94.65,1,1
鐢靛瓙鍟嗗姟,鐢?16.51,0.95,100,0.82,89.73,1,3
澶ф暟鎹鐞?濂?5.2,0.66,71.53,0.97,60.23,0,4,
璐㈠姟绠＄悊,濂?21.13,0.77,83.47,0.86,76.78,0,2
鐢靛瓙鍟嗗姟,鐢?10.44,0.78,83.83,0.72,74.18,1,3
宸ュ晢绠＄悊,濂?23.54,0.85,81.29,0.77,84.11,0,0
鐢靛瓙鍟嗗姟,鐢?21.19,0.93,53.6,0.75,56.65,1,3
宸ュ晢绠＄悊,鐢?12.1,0.91,65.05,0.93,69.35,1,0
宸ュ晢绠＄悊,濂?29.15,0.8,94.91,0.79,82.21,0,0
鐢靛瓙鍟嗗姟,濂?28.21,0.83,65.66,0.82,70.28,0,3
鐢靛瓙鍟嗗姟,濂?33.38,0.7,73.05,0.86,77.71,0,3
璐㈠姟绠＄悊,濂?14.42,0.89,60.7,0.96,65.29,0,2
浜哄伐鏅鸿兘,鐢?31.57,0.84,55.97,0.76,72.83,1,1
璐㈠姟绠＄悊,鐢?34.51,0.85,69.48,0.72,78.77,1,2
璐㈠姟绠＄悊,鐢?40.0,0.78,44.81,0.9,58.52,1,2
宸ュ晢绠＄悊,鐢?21.72,0.78,74.31,0.76,60.49,1,0
璐㈠姟绠＄悊,鐢?11.41,0.7,73.37,0.92,63.37,1,2
澶ф暟鎹鐞?鐢?19.54,0.95,74.35,0.75,87.14,1,4,
鐢靛瓙鍟嗗姟,鐢?16.04,0.8,98.56,0.81,74.27,1,3
浜哄伐鏅鸿兘,鐢?22.86,0.83,77.47,0.98,75.69,1,1
浜哄伐鏅鸿兘,濂?7.94,0.73,72.14,0.77,57.54,0,1
澶ф暟鎹鐞?濂?21.75,0.82,78.86,0.78,69.97,0,4,
澶ф暟鎹鐞?鐢?16.82,0.79,95.78,0.73,80.55,1,4,
浜哄伐鏅鸿兘,鐢?18.45,0.86,66.58,0.9,80.34,1,1
鐢靛瓙鍟嗗姟,鐢?35.24,0.61,62.66,0.78,72.74,1,3
鐢靛瓙鍟嗗姟,濂?24.14,0.62,47.39,0.7,49.45,0,3
浜哄伐鏅鸿兘,鐢?21.4,0.88,87.59,0.97,100,1,1
浜哄伐鏅鸿兘,鐢?17.17,0.99,99.64,1,88.86,1,1
宸ュ晢绠＄悊,鐢?21.89,0.98,64.4,0.71,63.9,1,0
宸ュ晢绠＄悊,濂?23.02,0.98,51.2,0.94,76.2,0,0
鐢靛瓙鍟嗗姟,濂?8.09,0.92,100,0.85,76.16,0,3
璐㈠姟绠＄悊,濂?18.89,0.64,100,0.89,95.8,0,2
宸ュ晢绠＄悊,鐢?21.72,0.98,64.69,0.76,62.5,1,0
宸ュ晢绠＄悊,濂?24.17,0.76,87.13,0.73,88.9,0,0
璐㈠姟绠＄悊,濂?20.33,0.6,57.16,0.79,61.26,0,2
璐㈠姟绠＄悊,鐢?33.66,0.72,67.54,0.93,83.94,1,2
鐢靛瓙鍟嗗姟,鐢?34.94,0.66,75.57,0.8,89.55,1,3
璐㈠姟绠＄悊,鐢?13.14,0.8,69.95,0.86,56.64,1,2
澶ф暟鎹鐞?濂?20.32,0.61,73.3,0.8,78.05,0,4,
澶ф暟鎹鐞?鐢?30.87,0.7,58.07,0.87,58.29,1,4,
澶ф暟鎹鐞?濂?5.0,0.61,95.05,0.72,70.05,0,4,
鐢靛瓙鍟嗗姟,鐢?16.27,0.84,68.42,0.82,60.53,1,3
浜哄伐鏅鸿兘,濂?7.04,0.93,29.91,0.84,49.7,0,1
璐㈠姟绠＄悊,濂?14.55,0.73,89,0.82,75.27,0,2
澶ф暟鎹鐞?鐢?21.29,0.91,81.24,0.88,76.76,1,4,
宸ュ晢绠＄悊,鐢?22.8,0.79,87.43,0.94,82.2,1,0
澶ф暟鎹鐞?濂?16.53,0.89,47.46,0.71,60.86,0,4,
璐㈠姟绠＄悊,濂?21.77,0.96,51.89,0.99,71.38,0,2
璐㈠姟绠＄悊,鐢?17.96,0.75,82.18,0.77,81.75,1,2
鐢靛瓙鍟嗗姟,鐢?35.03,0.72,70.6,0.77,87.03,1,3
宸ュ晢绠＄悊,濂?5.87,0.86,57.63,0.73,55.41,0,0
鐢靛瓙鍟嗗姟,濂?8.87,0.62,77.62,1,62.85,0,3
浜哄伐鏅鸿兘,鐢?30.96,0.8,73.96,0.84,81.29,1,1
澶ф暟鎹鐞?濂?24.22,0.74,62.44,0.78,57.53,0,4,
澶ф暟鎹鐞?鐢?16.6,0.87,97.84,0.74,75.75,1,4,
鐢靛瓙鍟嗗姟,濂?22.22,0.77,88.93,0.72,85.6,0,3
鐢靛瓙鍟嗗姟,鐢?17.27,0.92,70.68,0.76,68.17,1,3
浜哄伐鏅鸿兘,濂?33.48,0.68,39.35,0.97,53.11,0,1
澶ф暟鎹鐞?濂?28.34,0.92,62.78,0.87,61.78,0,4,
浜哄伐鏅鸿兘,濂?11.17,0.81,57.22,0.88,60.06,0,1
澶ф暟鎹鐞?鐢?37.72,0.73,69.17,0.71,82.18,1,4,
澶ф暟鎹鐞?鐢?7.86,0.73,57.66,0.71,64.87,1,4,
浜哄伐鏅鸿兘,鐢?17.09,0.94,95.47,0.83,83.68,1,1
鐢靛瓙鍟嗗姟,鐢?31.82,0.87,56.94,0.91,81.94,1,3
澶ф暟鎹鐞?鐢?22.92,0.81,87.02,0.95,80.56,1,4,
宸ュ晢绠＄悊,濂?14.31,0.8,78.31,0.94,71.25,0,0
澶ф暟鎹鐞?濂?30.92,0.83,82.77,0.82,63.88,0,4,
宸ュ晢绠＄悊,鐢?28.93,0.64,72.45,0.78,68.77,1,0
宸ュ晢绠＄悊,濂?21.4,0.71,54.33,0.89,68.63,0,0
宸ュ晢绠＄悊,鐢?20.67,0.92,64.98,0.96,83.37,1,0
鐢靛瓙鍟嗗姟,濂?25.37,0.67,75.11,0.95,68.37,0,3
浜哄伐鏅鸿兘,濂?19.37,0.89,92.58,0.89,86.42,0,1
鐢靛瓙鍟嗗姟,濂?27.22,0.65,91.01,0.85,89.2,0,3
宸ュ晢绠＄悊,鐢?21.45,0.64,87.33,0.96,78.42,1,0
璐㈠姟绠＄悊,鐢?15.87,0.73,54.6,0.74,38.09,1,2
澶ф暟鎹鐞?濂?15.42,0.96,67.71,0.73,69,0,4,
鐢靛瓙鍟嗗姟,濂?24.39,0.81,89.14,0.83,87.23,0,3
宸ュ晢绠＄悊,鐢?15.84,0.95,96.8,0.84,75.18,1,0
鐢靛瓙鍟嗗姟,濂?7.82,0.95,72.35,0.93,65.99,0,3
璐㈠姟绠＄悊,濂?16.75,0.96,84.42,0.97,70,0,2
鐢靛瓙鍟嗗姟,鐢?28.64,0.73,39.1,0.75,37.64,1,3
浜哄伐鏅鸿兘,濂?31.72,0.82,61.93,0.79,78.09,0,1
璐㈠姟绠＄悊,鐢?15.2,0.66,63.17,0.81,61.25,1,2
鐢靛瓙鍟嗗姟,鐢?11.17,0.97,100,0.76,95.76,1,3
浜哄伐鏅鸿兘,鐢?16.34,0.75,75.9,0.87,77.59,1,1
澶ф暟鎹鐞?鐢?18.38,0.68,100,0.74,77.58,1,4,
浜哄伐鏅鸿兘,鐢?20.78,0.89,78.15,0.81,74.2,1,1
浜哄伐鏅鸿兘,濂?13.15,0.97,86.85,0.86,82.35,0,1
宸ュ晢绠＄悊,鐢?17.8,0.94,78.55,0.96,84.68,1,0
鐢靛瓙鍟嗗姟,鐢?12.89,0.76,44.94,0.94,57.3,1,3
澶ф暟鎹鐞?濂?14.04,0.84,75.39,0.86,79.78,0,4,
澶ф暟鎹鐞?鐢?12.97,0.94,75.01,0.88,68.77,1,4,
澶ф暟鎹鐞?鐢?16.11,0.87,76.98,0.87,64.26,1,4,
璐㈠姟绠＄悊,鐢?9.7,0.76,73.14,0.78,63.95,1,2
璐㈠姟绠＄悊,濂?12.53,0.81,93.3,0.94,80.9,0,2
浜哄伐鏅鸿兘,鐢?27.87,0.77,69.28,0.85,64.33,1,1
浜哄伐鏅鸿兘,濂?17.81,0.91,100,0.96,75.97,0,1
宸ュ晢绠＄悊,鐢?40.0,0.95,88.15,0.94,95.14,1,0
鐢靛瓙鍟嗗姟,濂?26.38,0.93,63.86,0.94,70.19,0,3
浜哄伐鏅鸿兘,濂?24.99,0.62,88.29,0.96,78.98,0,1
宸ュ晢绠＄悊,濂?32.69,0.7,49.74,1,64.3,0,0
璐㈠姟绠＄悊,濂?5.75,0.73,100,0.91,91.77,0,2
宸ュ晢绠＄悊,濂?14.57,0.61,69.16,0.91,75.45,0,0
宸ュ晢绠＄悊,濂?24.0,0.89,73.75,0.83,65.23,0,0
宸ュ晢绠＄悊,鐢?27.83,0.79,84.95,0.79,76.33,1,0
澶ф暟鎹鐞?鐢?12.12,0.61,50.61,0.96,62.3,1,4,
澶ф暟鎹鐞?濂?12.65,0.6,74.77,0.8,70.05,0,4,
璐㈠姟绠＄悊,濂?21.43,0.92,49.62,0.93,62.95,0,2
鐢靛瓙鍟嗗姟,濂?5.0,0.78,79.32,0.86,55.87,0,3
澶ф暟鎹鐞?鐢?28.05,0.84,97.64,0.91,84.18,1,4,
宸ュ晢绠＄悊,鐢?13.63,0.99,69.91,0.8,64.14,1,0
浜哄伐鏅鸿兘,濂?25.08,0.85,100,0.77,88.97,0,1
鐢靛瓙鍟嗗姟,鐢?15.29,0.67,82.18,0.84,85.76,1,3
宸ュ晢绠＄悊,濂?11.96,0.61,68.29,0.7,53.74,0,0
璐㈠姟绠＄悊,鐢?35.01,0.76,73.46,0.96,73.32,1,2
宸ュ晢绠＄悊,濂?24.37,0.64,69.76,0.95,70.04,0,0
浜哄伐鏅鸿兘,濂?17.03,0.89,55.23,0.98,72.8,0,1
澶ф暟鎹鐞?鐢?23.2,0.86,74.85,0.76,62.18,1,4,
澶ф暟鎹鐞?濂?13.35,0.88,71.21,0.81,80.22,0,4,
鐢靛瓙鍟嗗姟,濂?12.91,0.81,68.65,0.87,64.51,0,3
澶ф暟鎹鐞?鐢?17.99,0.76,80.87,0.83,67.26,1,4,
浜哄伐鏅鸿兘,濂?22.47,0.71,58.55,0.87,51.83,0,1
璐㈠姟绠＄悊,鐢?20.66,0.86,53.31,0.94,69.69,1,2
鐢靛瓙鍟嗗姟,鐢?5.0,0.67,84.76,0.96,67.82,1,3
宸ュ晢绠＄悊,濂?9.11,0.93,69.73,0.94,69.08,0,0
宸ュ晢绠＄悊,鐢?16.93,0.68,89.56,0.78,67.71,1,0
澶ф暟鎹鐞?鐢?20.2,0.79,91.84,0.92,79.15,1,4,
浜哄伐鏅鸿兘,濂?16.04,0.63,78.9,0.76,64.32,0,1
鐢靛瓙鍟嗗姟,鐢?21.7,0.6,74.68,0.83,68.85,1,3
璐㈠姟绠＄悊,濂?28.74,0.92,81.64,0.78,76.04,0,2
浜哄伐鏅鸿兘,濂?18.55,0.79,74.19,0.83,58.18,0,1
浜哄伐鏅鸿兘,鐢?16.66,0.76,68.74,0.73,87.77,1,1
浜哄伐鏅鸿兘,濂?15.1,0.85,60.91,0.81,51.38,0,1
鐢靛瓙鍟嗗姟,濂?9.95,0.78,73.37,0.89,68.32,0,3
璐㈠姟绠＄悊,鐢?11.97,0.73,57.1,0.99,44.75,1,2
鐢靛瓙鍟嗗姟,鐢?12.28,0.68,47.57,0.87,35.62,1,3
澶ф暟鎹鐞?濂?10.23,0.66,73.28,0.97,67.07,0,4,
鐢靛瓙鍟嗗姟,鐢?10.43,0.96,72.05,0.86,70.07,1,3
璐㈠姟绠＄悊,濂?16.0,0.93,48.79,0.89,70.33,0,2
璐㈠姟绠＄悊,鐢?25.0,0.61,71.48,0.71,71.02,1,2
鐢靛瓙鍟嗗姟,鐢?21.35,0.82,64.77,0.7,64.78,1,3
宸ュ晢绠＄悊,濂?11.06,0.9,68.78,0.77,56.61,0,0
浜哄伐鏅鸿兘,濂?25.55,0.61,83.23,0.92,88.51,0,1
宸ュ晢绠＄悊,濂?12.83,0.63,69.91,0.93,72.96,0,0
宸ュ晢绠＄悊,濂?23.85,0.88,76.17,0.72,64.51,0,0
浜哄伐鏅鸿兘,鐢?15.91,0.85,78.7,1,75.38,1,1
澶ф暟鎹鐞?鐢?18.16,0.69,74,0.74,68.75,1,4,
浜哄伐鏅鸿兘,濂?26.04,0.8,64.58,0.81,66.95,0,1
璐㈠姟绠＄悊,濂?14.23,0.68,80.1,0.82,76.28,0,2
璐㈠姟绠＄悊,鐢?16.0,0.78,89.48,0.81,83.61,1,2
璐㈠姟绠＄悊,鐢?17.75,0.76,77.29,0.72,68.13,1,2
宸ュ晢绠＄悊,鐢?24.91,0.83,68.78,0.77,68.73,1,0
璐㈠姟绠＄悊,濂?13.03,0.82,71.58,0.83,80.01,0,2
鐢靛瓙鍟嗗姟,濂?15.0,0.8,81.95,0.73,79.35,0,3
鐢靛瓙鍟嗗姟,鐢?5.0,0.97,90.45,0.9,76.4,1,3
浜哄伐鏅鸿兘,濂?5.0,0.87,50.71,0.72,36.28,0,1
澶ф暟鎹鐞?濂?17.76,0.68,66.14,0.93,68.92,0,4,
宸ュ晢绠＄悊,濂?17.63,0.94,80.42,0.99,83.69,0,0
宸ュ晢绠＄悊,濂?18.73,0.61,91.37,0.98,66.37,0,0
鐢靛瓙鍟嗗姟,鐢?18.07,0.72,54.21,0.79,60.88,1,3
宸ュ晢绠＄悊,鐢?28.41,0.9,60.83,0.88,68.31,1,0
宸ュ晢绠＄悊,濂?36.58,0.9,41.59,0.8,63.19,0,0
璐㈠姟绠＄悊,鐢?26.45,0.82,45.9,0.84,54.39,1,2
璐㈠姟绠＄悊,鐢?11.95,0.68,76.3,0.83,65.4,1,2
鐢靛瓙鍟嗗姟,鐢?14.26,0.87,87.31,0.8,87.74,1,3
宸ュ晢绠＄悊,濂?20.93,0.89,84.48,0.75,73.84,0,0
澶ф暟鎹鐞?鐢?23.15,0.93,93.86,0.75,91.02,1,4,
宸ュ晢绠＄悊,濂?30.25,0.89,89.51,0.92,81.37,0,0
浜哄伐鏅鸿兘,濂?25.19,0.95,67.9,0.71,77.23,0,1
宸ュ晢绠＄悊,鐢?26.42,0.68,92.91,0.74,80.94,1,0
浜哄伐鏅鸿兘,濂?19.77,0.81,66.05,0.73,68.78,0,1
澶ф暟鎹鐞?濂?31.71,0.96,92.46,0.82,88.85,0,4,
璐㈠姟绠＄悊,濂?20.2,0.66,98.63,0.78,86.14,0,2
宸ュ晢绠＄悊,濂?7.47,0.72,63.68,0.73,38.68,0,0
鐢靛瓙鍟嗗姟,濂?6.9,0.87,92.28,0.95,67.28,0,3
澶ф暟鎹鐞?鐢?25.25,1,91.3,0.91,89.98,1,4,
浜哄伐鏅鸿兘,鐢?21.21,0.78,95.26,0.71,70.26,1,1
宸ュ晢绠＄悊,濂?15.16,0.62,88.41,0.95,70.89,0,0
鐢靛瓙鍟嗗姟,濂?18.45,0.74,62.59,0.96,65.6,0,3
璐㈠姟绠＄悊,濂?14.36,0.67,69.27,0.87,57.83,0,2
宸ュ晢绠＄悊,濂?5.12,0.75,80.32,0.72,58.27,0,0
浜哄伐鏅鸿兘,濂?32.16,0.68,87.65,0.94,86,0,1
鐢靛瓙鍟嗗姟,濂?8.37,0.78,92.26,0.78,82.82,0,3
宸ュ晢绠＄悊,濂?30.67,0.97,78.23,0.79,74.25,0,0
宸ュ晢绠＄悊,鐢?21.03,0.67,51.2,0.74,52.73,1,0
浜哄伐鏅鸿兘,鐢?24.04,0.63,65.94,0.99,63.67,1,1
鐢靛瓙鍟嗗姟,濂?24.53,0.91,79.74,0.77,59.09,0,3
澶ф暟鎹鐞?鐢?20.42,0.74,77.77,0.8,73.19,1,4,
鐢靛瓙鍟嗗姟,濂?5.0,0.94,83.64,0.84,79.9,0,3
鐢靛瓙鍟嗗姟,濂?11.59,0.99,53.04,0.82,68.47,0,3
澶ф暟鎹鐞?鐢?8.58,0.71,69.52,0.75,52.92,1,4,
浜哄伐鏅鸿兘,鐢?7.23,0.64,63.77,0.97,47.94,1,1
宸ュ晢绠＄悊,鐢?14.57,0.93,72.69,0.78,69.43,1,0
澶ф暟鎹鐞?鐢?7.21,0.71,93.54,0.79,80.61,1,4,
璐㈠姟绠＄悊,鐢?26.87,0.66,73.18,0.98,75.75,1,2
澶ф暟鎹鐞?鐢?15.01,0.93,76.77,1,77.3,1,4,
浜哄伐鏅鸿兘,濂?13.25,0.85,48.81,0.88,66.93,0,1
鐢靛瓙鍟嗗姟,濂?27.51,0.95,74.86,0.73,71.01,0,3
澶ф暟鎹鐞?濂?19.91,0.84,86.54,0.79,75.89,0,4,
璐㈠姟绠＄悊,濂?19.46,0.79,67.23,0.76,79.8,0,2
宸ュ晢绠＄悊,濂?20.56,0.77,64.51,0.72,63.31,0,0
鐢靛瓙鍟嗗姟,鐢?20.87,0.77,84.31,0.77,65.64,1,3
澶ф暟鎹鐞?濂?20.02,0.84,81.69,0.83,70.67,0,4,
鐢靛瓙鍟嗗姟,鐢?26.24,0.68,42.81,0.8,49.81,1,3
璐㈠姟绠＄悊,濂?10.25,0.74,79.67,0.9,72.89,0,2
浜哄伐鏅鸿兘,濂?19.98,0.69,76.7,0.97,65.96,0,1
澶ф暟鎹鐞?鐢?19.47,0.89,50.23,0.74,61.44,1,4,
鐢靛瓙鍟嗗姟,濂?19.88,0.93,67.28,0.87,64.59,0,3
宸ュ晢绠＄悊,鐢?25.18,0.68,56.8,0.72,46.14,1,0
浜哄伐鏅鸿兘,濂?14.41,0.76,91.95,0.84,79.81,0,1
澶ф暟鎹鐞?鐢?5.0,0.81,50.14,0.79,53.06,1,4,
澶ф暟鎹鐞?鐢?32.31,0.91,37.78,0.93,62.78,1,4,
浜哄伐鏅鸿兘,濂?15.93,0.84,87.11,0.99,73.23,0,1
宸ュ晢绠＄悊,濂?18.17,0.62,72.52,0.73,59.28,0,0
澶ф暟鎹鐞?鐢?5.0,0.82,75.52,0.91,69.97,1,4,
璐㈠姟绠＄悊,濂?31.49,0.78,63.13,0.9,82.85,0,2
鐢靛瓙鍟嗗姟,鐢?8.83,0.76,62.49,0.77,58.72,1,3
澶ф暟鎹鐞?鐢?40.0,0.62,59.72,0.94,75.78,1,4,
澶ф暟鎹鐞?濂?19.13,0.78,63.05,0.92,64.02,0,4,
浜哄伐鏅鸿兘,鐢?26.47,1,60.74,0.89,60.59,1,1
澶ф暟鎹鐞?鐢?21.8,0.61,54.46,0.97,69.31,1,4,
璐㈠姟绠＄悊,濂?23.23,0.97,54.41,0.92,74.16,0,2
宸ュ晢绠＄悊,濂?24.67,0.95,76.31,0.79,82.04,0,0
浜哄伐鏅鸿兘,濂?24.92,0.6,50.54,0.72,56.19,0,1
浜哄伐鏅鸿兘,鐢?30.62,0.65,45.84,0.8,64.11,1,1
宸ュ晢绠＄悊,濂?16.77,0.7,74,0.87,76.38,0,0
澶ф暟鎹鐞?濂?18.93,0.96,45.3,0.93,70.3,0,4,
璐㈠姟绠＄悊,鐢?16.97,0.7,56.69,0.94,69.61,1,2
宸ュ晢绠＄悊,濂?18.11,0.68,66.9,0.93,67.24,0,0
浜哄伐鏅鸿兘,濂?22.42,0.7,97.21,0.8,72.21,0,1
鐢靛瓙鍟嗗姟,濂?21.81,0.9,85.36,0.96,82.78,0,3
浜哄伐鏅鸿兘,濂?6.19,0.94,68.8,0.82,66.25,0,1
宸ュ晢绠＄悊,濂?26.41,0.64,67.91,0.86,74.8,0,0
鐢靛瓙鍟嗗姟,濂?31.63,0.76,87.77,0.97,94.91,0,3
浜哄伐鏅鸿兘,濂?33.67,0.93,99.69,0.73,91.02,0,1
璐㈠姟绠＄悊,鐢?17.94,0.78,71.07,0.77,85.04,1,2
鐢靛瓙鍟嗗姟,鐢?22.38,0.72,72.78,0.76,56.04,1,3
